,가수,제목,가사
41,서영은,널 사랑하겠어 (Feat. 서유식),"내 뜨거운 입술이 너의
부드러운 입술에 닿길 원해
이 사랑이 너의 가슴에 전해 지도록
아직도 나의 마음을 모르고 있었다면은
이 세상 그 누구보다 널 사랑하겠어

널 사랑하겠어 언제까지나
널 사랑하겠어 지금 이 순간처럼
이 세상 그 누구보다 널 사랑하겠어

어려운 얘기로 너의
호기심을 자극 할 수도 있어
그 흔한 유희로 이밤을 보낼 수도 있어
하지만 나의 마음은 이제는 알아줬으면 해
이 세상 그 누구보다 널 사랑하겠어

널 사랑하겠어 언제까지나
널 사랑하겠어 지금 이 순간처럼
이 세상 그 누구보다 널 사랑하겠어

널 사랑하겠어 언제까지나
널 사랑하겠어 지금 이 순간처럼
이 세상 그 누구보다 널 사랑하겠어

널 사랑하겠어 언제까지나
널 사랑하겠어 지금 이 순간처럼
이 세상 그 누구보다 널 사랑하겠어"
42,제시 (Jessi),My Romeo,"내 마음을 가로지르는 Stranger
눈을 뗄 수가 없어
닫힌 내 맘에 들려오는 Whisper
살며시 나를 녹여
눈부신 My Destiny
한눈에 난 운명인 걸 알았죠
꿈속의 My Romeo
기다려온 사랑인 걸 느꼈죠
Can you feel my heartbeat
Baby take me take me take me away
어서 내게 와 날 데려가 줘
Baby tell me tell me tell me tonight
기다려왔었던 그 한마디
차가운 눈물이 멈추던 날
그대가 있었죠 내 맘속에
그대 있는 곳이 My paradise
내 곁에 있어줘 영원토록
You are the only one for me
지쳐 무너진 내 어깨 위에
그대 날개를 달고
슬픔이 내리던 세상을 날아
비가 갠 빛 속으로
그대는 My lucky star
마침내 끝날 것 같은 내 한숨
조금 더 Come on closer
그대뿐인 내 사랑 볼 수 있게
I need you here with me
Baby take me take me take me away
어서 내게와 날 데려가 줘
Baby tell me tell me tell me tonight
기다려왔었던 그 한마디
차가운 눈물이 멈추던 날
그대가 있었죠 내 맘속에
그대 있는 곳이 My paradise
내 곁에 있어줘 영원토록
내게 잠시 왔다 가진 마요
꿈꾸는 그곳에 있어 줘요
까만 밤 춤추는 별들처럼
눈부신 사랑을 속삭여요
내 맘에 꽃이 가득 피던 날
그대가 있었죠 꿈결처럼
그대 있는 곳이 My paradise
어떤 것도 대신 할 수 없는
You are the only one for me"
43,손예림,사랑이 다 그렇다면 어쩌겠어,"괜찮아 돌아서도 돼
끝내자 헤어지자는 말을 내게
습관처럼 하곤 했잖아
무덤덤하니 신경 쓰지 말고 가
좋은 사람 돼준다고
말하더니 변해버리네
수고했어 나 때문에 지난날
사랑이 다 그렇다면 어쩌겠어
뭐를 더해 결국엔 아파만 할걸
아무것도 없는 우리 무슨 노력을 해
체념하고 오랜 시간 지나 보면
추억이 돼 있겠지
차갑게 굴던 너라서
괜찮아 상처가 그리 심하진 않아
그래도 좀 서운하네
조금은 날 사랑하는 줄만 알았어
어찌 보면 잘된 거지
무심한 지 오래됐잖아
나 혼자서 애쓴다고 되진 않아
사랑이 다 그렇다면 어쩌겠어
뭐를 더해 결국엔 아파만 할걸
아무것도 없는 우리 무슨 노력을 해
체념하고 오랜 시간 지나 보면
추억이 돼 있겠지
혼자서 긴 시간이어도
새로운 사람으로
너를 대신하진 않을래
사랑이 다 그렇다면 어쩌겠어
뭐를 더해 결국엔 아파만 할걸
아무것도 없는 우리 무슨 노력을 해
체념하고 오랜 시간 지나 보면
추억이 돼 있겠지
그래도 태어나 처음
사랑하는 법을 널 만나 배웠어
어쩌면 지금 너에게 나도
그런 사람으로 남아있다면
난 적어도 후회 없는 사랑을 했어
너와"
44,미교,모든 것이 다 꿈인 건가 봐,"나는 또 무엇을 찾아 헤매는 걸까
멍하니 하루를 또 시작해
내게만 남은 미련 때문일까
아직도 그날의 너를 잊지 못해
어느새 시간이 흘러간 자리엔
커다란 그리움만 남았어
불어오는 바람이 스쳐가듯
두 손에 잡히지가 않아
그때의 너처럼
모든 것이 다 꿈인 건가 봐
우리가 사랑한 날들도
모두 다 사라져 가
이 꿈에서 떠나지 말아 줘
꿈에서라도 내 곁에 있어줘
혹시라도 다시 마주치게 된다면
지금의 넌 행복해 보일까 봐
깨지지 않는 시간 속에 숨어서
나만을 바라보던 너를 계속 붙잡겠지
모든 것이 다 꿈인 건가 봐
우리가 사랑한 날들도
모두 다 사라져 가
이 꿈에서 떠나지 말아 줘
꿈에서라도 내 곁에 있어줘
외로운 달빛 곁에 빛나는 별처럼
너는 매일 밤 내 곁에 머물러
눈을 뜨면 사라지는
지난밤의 꿈처럼
나에게만 선명히
아직 남아있는데
모든 것이 다 꿈이라 해줘
우리가 사랑했던 시간들이
날 숨 쉬게 해
다시 돌아와 나를 꼭 안아줘
오늘 이 밤이 마지막이기를"
45,서태지와 아이들,Good Bye,"지나간 일을 난 오늘
생각해봤지
내겐 아름다웠던
기억들만 생각나
약속되었던 헤어짐을
알면서
너는 그토록 나를 사랑해
주었건만
그런 네곁을 난 오늘
훌쩍 떠나네
마지막 작별의 시간도
못가진채
잊어버려 날 이젠
꿈결같던 시간이
영원할 듯 했지만
이제 남은건 항상 따뜻한
너와 나의 깊은 마음만
널 바라보면 이젠
눈물만 흘러내려
할말이 없어 나는
말뿐이었어
가끔씩 훌쩍 너를
떠났었건만
항상 환한 미소로
나를 맞이 했었지
다시 네곁을 난 오늘
훌쩍 떠나네
아직도 하지못한 말들을
남긴채
용서해줘 날 이젠 꿈결같던
시간이
영원할 듯 했지만
이제 남은건 항상 따뜻한
너와 나의 깊은 마음만
잊어버려 날 이젠 꿈결같던
시간이
깊은 마음만"
46,god,약속(Narration 강경헌),"우리 약속해
다시는 우리 둘이 지금 잡은 이손
이 손 절대로 놓치말길
우리 맹세해
무슨 일 있어도 우리 헤어졌을 때 맘
그 맘 절대로 잊지 말길

사랑을 몰라서 사랑할 줄 몰라서
널 놓칠 뻔 했어
너무나 어려서 중요한 걸 몰라서
널 잃을 뻔 했어

내가 널 도대체 어떻게 다시 안게 됐지
하늘이 왜 내게서 널 완전히 뺏지 않고
다시 한번 내게 이런 소중한 기회를 줬나
왜 우리가 숫자 8자처럼 어긋났다 다시 만나
죽었다 살아 나길 빌며 떠난 사랑인데
다시 또 부활한 이유를 우리는 모르면 안돼
하늘이 더 이상 우리 둘에게 헤메지 말라며
보낸 둘이 영원히 함께 하라는 메세지

우리 약속해
다시는 우리 둘이 지금 잡은 이 손
이 손 절대로 놓치 말길
우리 맹세해
무슨 일 있어도 우린 헤어졌을 때 맘
그 맘 절대로 잊지 말길

다 끝난줄 알았어 정말 무서웠어
난 자신이 없었어
살아갈 자신이 행복해질 자신이
니가 없이는 내가 다시 웃을 자신이

요 어느덧 우리 날 만큼 우리들 사이
조그만 틈 사이로 스며 들었던
작은 아픔들에 깨질번 했던 꿈
그 꿈을 다시 지금 나의 품에 안고 있는
지금 이 기쁨 모든 아픔 긴 슬픔
내 전부를 걸 정도의 기쁨
이제는 내가 잡고 있는 이 손
널 떠나가게 놔 두지않아
내 눈을 보는 사랑스런 미소
이젠 너를 결코 벗어나지 않아
나도 널 보낼 때의 내가 아니야
너의 소중함
이젠 너무나 잘 알아
날 봐 걱정마 (걱정하지 않아) 좋아

우리 약속해
다시는 우리 둘이 지금 잡은 이 손
이 손 절대로 놓치 말길
우리 맹세해
무슨 일 있어도 우린 헤어졌을 때 맘
그 맘 절대로 잊지 말길"
47,KCM,마지막 은영이에게,"많이 속상했었죠 나 때문인걸
어렸다 핑계댈까요
잊을 때도 됐는데 오랜 일인데
왜 이리 눈물이 날까

나빴죠 너무 편했었나 봐 이별을 몰랐었나 봐

내 마음인데 그댈 더 원하네요
그댈 보낸 나를 원망하네요
허나 너란 사람 잠시라도 함께 해줘서
얼마든지 행복하대요

때론 알고 있었죠 그대 아픈걸
미안한 맘도 잠시죠
되려 화를 내던 날 멋대로인 날
왜 그리 아껴줬나요

착하죠 언제나 그랬듯이 여전히 아름답겠지

내 마음인데 그댈 더 원하네요
그댈 보낸 나를 원망하네요
허나 나란 사람 혹시라도 눈물이 라면
얼마든지 잊고 살래요

단 한 가지만 더 바란다면
단 한 번만이라도 나를 떠올려줄래
바람이 잠시 그댈 스칠때 나 다녀갔다고

내 마음인데 그댈 더 원하네요
떠난 그댈 자꾸 내놓라네요
그런 내 마음이 부탁 하나 잊지 않네요
그대 제발 행복하래요
나란 사람 잊고 살아요 -"
48,지아,문자로 이별하는 일,"이별을 문자로 통보했던일
그거 정말 남자답지 못했어
니 생각이 어떻든
난 상처가 됐어
혹시 날 쉽게 생각했니
30분 늦어도 늘 웃어주고
내가 잘때까지 통화해주고
비가 내릴때마다 우산을 씌워준
니가 왜 이렇게 변했니
사랑해 너 없인 못살아
널 사랑해 죽어도 난 못잊어
이제와 붙잡아도 니 옷을 잡아도
넌 뿌리치고 말테지만
사랑해 너밖에 없는데
널 사랑해 나를 떠나가지마
다른 사랑도 못하게 왜 날 가졌니
널 사랑하게 했니
혹시 이거리 넌 기억이 나니
니가 내게 고백했던 그자리
정말 웃기지않니 시작한 곳에서
이제는 끝을 낸다는게
사랑해 너 없인 못살아
널 사랑해 죽어도 난 못잊어
이제와 붙잡아도 니 옷을 잡아도
넌 뿌리치고 말테지만
사랑해 너밖에 없는데
널 사랑해 나를 떠나가지마
다른 사랑도 못하게 왜 날 가졌니
널 사랑하게 했니
감기 걸리면 꼭 약 챙겨먹고
아무리 술이 좋아도 적당히 먹고
어떤 여잘만나도 너무 잘해주지마
나같은 상처주지는 마
언젠가 딴 사랑받아도
그 언젠가 널 잊고 행복해도
너란 남자 때문에 이 상처때문에
누구도 못믿을것 같아
사랑해 눈물이 흘러도
널 사랑해 이젠 곁에 없지만
아름다운 추억만큼 더 아프단걸
정말 넌 모를거야"
49,하동균,좋아보여,"다가오는 따뜻한
온기가 가득하게 남아서
긴 여행의 끝에
집을 찾은 아이처럼
두려움은 사라져
좋아보여
더 웃어줘
언제나 난
단단하게
두려움에서 널 지킬 테니
지금처럼 더 웃어줘
어눌해진 말투에
놀라지 않길 바래
그대여
실감나지 않는
그대라는 꿈 속에선
두려움은 사라져
좋아보여
더 웃어줘
언제나 난
단단하게
두려움에서 널 지킬 테니
지금처럼 더 웃어줘
좋아보여
더 웃어줘
언제나 난
단단하게
두려움에서 널 지킬 테니
지금처럼 더 웃어줘
좋아보여
더 웃어줘
언제나 난
단단하게
두려움에서 널 지킬 테니
지금처럼 더 웃어줘
웃어줘"
50,문명진,말할 수 없는 비밀,"누구에게도 말할 수 없는 비밀
누구나 하나쯤
그런 게 있는 거 잖아
특별할 것도 없는 거라고
말해도 무덤덤한척 해도 아파
이런 나를 사랑 하지마
내 맘이 이런걸 어떡해
너에게 줄 수 있는 건
고작 멈추지 않는 눈물인데
처음 보는 낯선 얼굴로
니 마음에 상처만 줄 나인데
나 혼자만 널
사랑하게 놔두고 간다
외로움조차 오래된 친구같아
익숙해질만 한데
I miss you
이런 나를 사랑 하지마
내 맘이 이런걸 어떡해
너에게 줄 수 있는 건 고작
멈추지 않는 눈물인데
처음 보는 낯선 얼굴로
니 마음에 상처만 줄 나인데
나 혼자만 널 사랑하게해
이런 내게 다가오지마
내 맘이 이런걸 어떡해
아픔이 네게 옮을까
애써 밀어내는 걸 넌 모르겠지만
니가 사랑했던 날 잊고
널 울렸던 나쁜 나만 기억해
사랑한다는 말은 못해도 사랑해"
51,포스트맨(Postmen),참 빨리도 잊는다,"빈 잔이 차올라
다시 네 기억 선명해져
또 생각 안 나길 빌어
네 번호 못 누르게
어쩔 수 없다는 걸 알아
넌 이미 없는 사람
오늘도 술로 채우네
너 없는 빈 자리를
참 빨리도 잊는다
참 빨리도 지운다
우리 함께 했던 사랑한 기억들
마치 아무 일 없었다는 듯이
참 빨리도 잊는다
손 잡고 걸어가며 웃던
네 미소 그 거리에
저리던 팔베개에
잠든 네 얼굴 이 방 안에
참 빨리도 잊는다
참 빨리도 지운다
우리 함께 했던 사랑한 기억들
마치 아무 일 없었다는 듯이
자석처럼 날
끌리게 하던 네 향기도
같이 걷던 저 거리에 남아
날 미치게 하는데
참 빨리도 잊는다
참 빨리도 잊는다
참 빨리도 지운다
우리 함께 했던 사랑한 기억들
마치 아무 일 없었다는 듯이
참 빨리도 잊는다
참 빨리도 지운다
우리 함께 했던 사랑한 기억들
마치 아무 일 없었다는 듯이
참 빨리도 잊는다"
52,어반자카파,아직도 나를 사랑한다면,"노래를 불러요
우릴 헤어지게 만든 그 노래를
이 일만 끝나면 더 잘할 수 있다고
그댈 괴롭히던 그 노래를
불안한 우리가
더 좋은 얘길 만들어 주겠죠
이런 거 싫지만
그댈 더 원하지만
결국 만들었네요 이 노래를
아직도 나를 사랑한다면
혹시 아직 나를 기다리면
전활 걸어줘요
아직도 나를 사랑한다면
혹시 아직 나를 기다리면
아직도 나를 사랑한다면
혹시 아직 나를 기다리면
전활 걸어줘요
아직도 나를 사랑한다면
혹시 아직 나를 기다리면"
53,문성남 (에브리싱글데이),This Life,"이대로 소리 없이 머물러줘 가만히
우연히 함께 있는 것처럼
아무런 향기조차 남아있진 않지만
너무나 길어지는 여운만 남아
아 하아 아아 하아 아아 하아
stay with me
아 하아 아아 하아 아아 하아
come with me
어제와 달라진 건 아무것도 없지만
조금씩 익숙해지고 있어
시간이 멈춰버린 것만 같은 이 순간
저 멀리 깜빡이는 불빛만 남아
아 하아 아아 하아 아아 하아
stay with me
아 하아 아아 하아 아아 하아
come with me
수 많은 시간 속에
스치듯 지나쳐간 나날들
이대로 머물러줘
또 다른 길을 떠나 나 홀로
아 하아 아아 하아 아아 하아
stay with me
아 하아 아아 하아 아아 하아
come with me
이대로 소리 없이 머물러줘 가만히
우연히 함께 있는 것처럼"
54,1041,"우리 그만하자 (With 전상근, suzi)","더는 자신 없어요
이제 잡지 말아요
뒤돌아선 채로
이대로 더 멀어져 갈 수 있게
나 그댈 잊게 우리 그만해요
어떻게 그만하죠
내가 그댈 아는데
차갑게 밀어내고
혼자서 다 견뎌내려는 그대
그런 마음이 사랑인 걸
그대 내 맘을 모르고
사랑을 말하고
사랑에 아파 이별인가요
우린 이제 정말 끝인가요
아마 그대 마음 더 아픈 줄 모르고
지칠 줄 모르고
사랑이 깊어 붙잡으려는
끊어내려는
그대를 어쩌죠
그런 표정 말아요
제발 울지 말아요
그런 그댈 보면
내 맘이 나약해질지 몰라요
그런 마음이 사랑인 걸 알아요
떠나지 마요
그대 내 맘을 모르고 사랑을 말하고
사랑에 아파 이별인가요
우린 이제 정말 끝인가요
아마 그대 마음 더 아픈 줄 모르고
지칠 줄 모르고
사랑이 깊어 붙잡으려는
그대를 어쩌죠
시간이 흘러도 그대뿐인데
그대는 잊을 수 있나요
나는 아니죠 이대로 둘 순 없어요
그대 사랑을 모르고 사랑을 말하고
사랑이 깊어 붙잡으려는
끊어내려는
그대를 어쩌죠"
55,권순관,너에게,"날씨 좋은 날 나갈까
쉴 틈 없이 우리 달려왔었잖아
이제 조금 한숨 돌려도 될까
돌아보면 다 좋았어
가질 수 없는 걸 꼭 붙잡고 있던
나약한 내 마음을 가득 안아줘서
난 너에게 한없이 많이 부족한 사람
이런 나에게 넌 말해줬었지
그냥 이대로 나여도 괜찮다고
네가 있다면 너만 괜찮다면
가파른 길을 함께 걷든지
파도 치는 바다를 건너든지
그건 사랑의 완성의 과정일 뿐
고단한 너의 얼굴엔
가졌던 꿈보다 사랑을 택했던
모든 걸 잃은 듯해도
우린 영원을 얻었네
난 너에게 한없이 많이 부족한 사람
이런 나에게 넌 말해줬었지
그냥 이대로 나여도 괜찮다고
네가 있다면 너만 괜찮다면
가파른 길을 함께 걷든지
파도 치는 바다를 건너든지 그건
사랑의 완성을 향해 가는
과정일 뿐이야
사랑해 사랑해 널
많이 하지 못한 말
미안해 미안해 늘
고마워 고마워 난
이젠 두렵지 않아
함께 걸어가자"
56,육성재 (비투비),사랑은 추억을 닮아서,"사실은 나 용기가 없었던 거야
이런 내 맘 어떻게 표현을 할까
혹시나 네가 날 어색해하는 일
내게 일어날까 봐 두려웠었나 봐
사랑은 추억을 꼭 닮아서
너도 추억이 돼버릴까 봐
자신 있게 너에게 말은 다 못해도
사실은 말야 너를 이렇게 더 사랑해
너의 곁에 멋진 내가 되고 싶어
항상 네가 기대어 쉴 수 있도록
너의 많은 고민 또 많은 바램들
모든 걸 해주고 싶어 들어주고 싶어
사랑은 추억을 꼭 닮아서
너도 추억이 돼버릴까 봐
자신 있게 너에게 말은 다 못해도
사실은 말야 너를 이렇게 더 사랑해
언제나 함께 하고 싶어
그런 너의 남자로
내가 되어볼게
사랑은 너를 많이 닮아서
사랑은 나를 행복하게 해
자신 있게 너를 위한 내가 돼볼게
그 누구보다 너를 사랑할
한 남자로"
57,케이시 (Kassy),날 사랑한 처음의 너로 돌아와,"우리 수많은 사람 속에 스쳐 지나는
사람들 중 하나였다면
서로를 못 본 채로 각자의 길을 따라
살아갈 수 있었는데
지금 내가 아픈 건
누굴 탓해야 하죠
사랑한다
이 말에 나는 여전히
너를 못 떠나 온종일
너의 곁에서 널 또 기다려
이미 끝나버린 사인데
차마 놓을 수가 없어
이대로 사라질까 봐
Lalala lalala 그냥 지나쳐줘요
Lalala lalala 사랑하지 않게
처음 그 순간부터 이미 내 맘은
내 것이 아닌 게 됐어요Umm
시간이 흐를수록 그리움만 커져요
분명 눈 앞에 있는데
행복했던 날들이
점점 희미해져요
사랑한다
이 말에 나는 여전히
너를 못 떠나 온종일
너의 곁에서 널 또 기다려
이미 끝나버린 사인데
차마 놓을 수가 없어
이대로 사라질까 봐
날 사랑한 처음의 너로 돌아와
그때의 너로 안아줘
아직 내가 여기 널 기다려
작은 손짓도 난 괜찮아
짧은 말이라도 난 좋아
이렇게 곁에 있을게
Lalala lalala 그냥 지나쳐줘요
Lalala lalala 사랑하지 않게"
58,Obze (오브제),널 원해,"널 원해 또 원해
이렇게 진심 인적은 없었어
친구들도 처음 보는
모습이래
널 원해 또 원해
네가 날 이렇게 만들었어
아름다운 사람이고
싶어지게
만들었어
참 이상해
너는 왠지 날 다 알 것 같아
어느샌가
내 일부처럼 느껴지는 걸
널 알아갈 시간들이
전부 소중해
널 모르던 시간들이
전부 아파
널 원해 또 원해
이렇게 진심 인적은 없었어
친구들도 처음 보는
모습이래
널 원해 또 원해
네가 날 이렇게 만들었어
아름다운 사람이고
싶어지게
만들었어
내가 하는 생각들이
엉뚱하지만
내가 만든 세상 안에
들어온 너
널 원해 또 원해
이렇게 진심 인적은 없었어
친구들도 처음 보는
모습이래
널 원해 또 원해
네가 날 이렇게 만들었어
누군가의 사람이고
싶어지게
만들었어"
59,민성,우리의 처음을 기억하니,"조금은 어색하게 시작한
우리의 처음을 기억하니
떨려서 어떤 말도 쉽게
할 수 없던 날을 말야
있잖아 나는말야 가끔은
그날이 떠올라서 웃곤 해
모든게 따듯했던
우리의 처음을 기억해
우리의 처음을 기억하니
사랑을 시작했던 그날에 우리말야
너를보며 잘해줄께 했던 약속 말야
우리의 처음을 기억하니
우리 손 잡았던 그 순간들을말야
추억이 될 오늘에도 다가올 내일에도
영원하길 바래
때로는 생각못한 말들에
서로가 아프기도 하고
미안한 마음에 온종일
아무것도 못하곤 했지
모질고 바보같던 난데
불안한 날 잡아준건 언제나 너였잖아
우리의 처음을 기억하니
사랑을 시작했던 그날에 우리 말야
너를보며 잘해줄께 했던 약속말야
변하지 않겠다던
내 약속들을 지켜봐줘
추운날을 지나 새로운 봄이와도
이렇게 몇해가가도
천천히 너의 곁에서
좋은 사람이 되어볼게
우리의 처음을 기억하니
사랑을 시작했던 그날에 우리 말야
너를보며 잘해줄께 했던 약속 말야
우리의 처음을 기억하니
우리 손 잡았던 그 순간들을말야
추억이될 오늘에도 다가올 내일에도
영원하길 바래"
60,리사,With You (Duet. 박효신),"곁에 없을 때도 내 맘에 있었던
고이 있었던 사람은
거기 있는데도
이제는 없다고 없다고
생각하는게 어떻게 됐나요
I believe my time
is here with you
I believe my life
is near with you
나의 마음 깊이 빈틈없이
그대가 있는데

I believe my time
is here with you
I believe my life
is near with you
어딜 보아도 어김없이
그대가 있는데 그대가 있는데
그대만 있는데
Can I fill my life with U

숨을 쉴 때마다 걸음걸음마다
밝혀 눈물이 나지만
죽을 듯 아파도 그대 생각해
그래야 살 것 같은데
어떻게 하나요
I believe my time
is here with you
I believe my life
is near with you
오 나의 마음 함께 할 빈틈없이
그대가 있는데 그대가 있는데
행복해지자고 행복해지자고
울지말자고 헤어졌지만

I believe my time
belongs to you
I believe my life
belongs to you
이별이 비운 시간만큼
더 해야하니까

I believe my all
belongs to you
I believe my heart
belongs to you
눈물에 배운 사랑만큼
잘 할 수 있는데
잘 할 수 있는데
잘 할 수 있도록

Let me fill my life with U"
61,최백호,낭만에 대하여,"궂은 비 내리는 날
그야말로 옛날식 다방에 앉아
도라지 위스키 한 잔에다
짙은 색소폰 소릴 들어보렴
새빨간 립스틱에
나름대로 멋을 부린 마담에게
실없이 던지는 농담 사이로
짙은 색소폰 소릴 들어보렴
이제 와 새삼 이 나이에
실연의 달콤함이야 있겠냐 만은
왠지 한 곳이 비어 있는
내 가슴이
잃어버린 것에 대하여
밤늦은 항구에서
그야말로 연락선 선창가에서
돌아올 사람은 없을지라도
슬픈 뱃고동 소릴 들어보렴
첫사랑 그 소녀는
어디에서 나처럼 늙어갈까
가버린 세월이 서글퍼지는
슬픈 뱃고동 소릴 들어보렴
이제 와 새삼 이 나이에
청춘에 미련이야 있겠냐 만은
왠지 한 곳이 비어 있는
내 가슴에
다시 못 올 것에 대하여
낭만에 대하여"
62,성훈,있어줄게,"우리가 처음 만난 날
그날이 시작이었어
모든 게 달라진 그 날
너는 내 선물이 됐어
내가 바보 같지만
나밖에 몰랐던 내가 나도 처음이라서
마음이 닫혔던 내가
이렇게 변해가나 봐
조금은 믿게 됐는 걸 사랑이란 말을
너와 기억해 줘
허락된 모든 시간을 함께할게
네 앞에 모든 내일에 있어줄게
가끔은 서툴지라도
그마저 추억일 거야
기억은 시들어가도
오늘은 눈부시겠지
내가 바보 같지만
나밖에 몰랐던 내가 나도 처음이라서
마음이 닫혔던 내가
이렇게 변해가나 봐
조금은 믿게 됐는 걸 사랑이란 말을
너와 기억해 줘
허락된 모든 시간을 함께할게
너의 옆에 있어줄게
이제 내 시간은
오직 널 위해 흐른단 걸 기억해줘
왜 난 네 눈을 보면
왜 자꾸 눈물이 날까
그냥 생각만 해도
꿈이라도 믿을 만큼
내 생에 단 한 번뿐인
네가 내 곁에 와줘서 그냥 다 고마워
항상 기억해 줘
네가 걸어갈 기억에 함께할게
네 앞에 모든 순간에 내가 있어줄게
네 모든 슬픔과 기쁨 속에 내가"
63,박효신,내가 사랑한 사람,"너, 나를 모른척해.

잠시 알고 지내던 그저 친구라 말해.

전에, 본것도 같다고,

그런 것 같아서 기억나질 않는다고..

늦기전에, 어서 그에게로 가

혹시, 알아버릴까 내가 불안하잖아.

그래, 난 이걸로 됐어 행복한 니모습

그걸로 난 충분한걸...

돌아가, 어서 그를 안아줘...

많이 서 있잖니 네게 오라면서

괜찮아, 이미 모든 걸 잃은 나에겐

그 모습이라도 내겐 소중한걸 믿을게...



나, 네게 잘한 것 같아.

마치 남인것처럼 그가 생각하잖아.

허나, 그것도 모자라 잊어야 한다면

미안해, 그럴순 없어...



후회돼, 다시 네게 돌아가

그에게 말하고 싶어...사랑한 사람 나라고...

죽어도 넌 아닐 꺼 라고...

돌아가, 어서 그를 안아줘...

많이 서 있잖니 네게 오라하면서

괜찮아, 이미 모든 걸 잃은 나에겐

그 모습이라도 내겐 소중한걸 믿을게..."
